카차, 79, 150
다가, 56, 161
자카, 59, 177
나라, 87, 168
파사, 49, 176
하라, 40, 161
다아, 52, 161
나마, 59, 143
타파, 54, 176
바아, 69, 188
사카, 59, 146
카마, 65, 177
다다, 82, 145
하가, 48, 144
마라, 63, 184
파차, 90, 173
카라, 52, 141
사나, 47, 141
자타, 70, 145
사타, 73, 155
사가, 91, 149
파파, 82, 143
마마, 83, 189
사다, 66, 187
아다, 77, 180
바가, 45, 157
차카, 47, 154
라가, 55, 161
바자, 54, 144
파가, 85, 141
카하, 66, 185
카카, 86, 158
차마, 41, 184
하카, 57, 140
아하, 60, 141
사아, 65, 189
사마, 62, 183
하하, 43, 156
나파, 66, 152
나사, 64, 145
파사, 97, 142
하자, 50, 156
카차, 71, 160
가자, 70, 172
라카, 63, 148
차아, 86, 183
타다, 65, 149
아바, 89, 163
차바, 94, 150
하파, 61, 145
타카, 82, 140
아아, 68, 166
카아, 72, 157
사라, 53, 141
라바, 88, 144
하사, 68, 156
가가, 54, 144
나파, 63, 171
파가, 79, 160
라타, 88, 145
가타, 43, 176
다사, 78, 188
라사, 73, 180
다아, 66, 164
바가, 99, 180
마파, 44, 173
차카, 79, 184
바가, 67, 172
타자, 51, 172
바차, 52, 141
하라, 99, 155
다라, 66, 184
마타, 83, 152
라하, 71, 142
사하, 80, 166
자아, 83, 152
가사, 58, 155
자자, 87, 160
마라, 87, 183
카카, 64, 158
사마, 67, 155
파사, 77, 189
다다, 66, 169
차마, 72, 165
사아, 92, 171
사타, 55, 172
바마, 65, 145
아하, 86, 166
아가, 40, 148
아차, 71, 164
다바, 54, 146
아아, 74, 160
다마, 44, 159
나자, 48, 174
나자, 73, 157
타차, 95, 156
아자, 78, 174
자카, 67, 179
아하, 91, 151
라나, 73, 185
타카, 46, 144
라바, 44, 153
타사, 59, 176
바바, 45, 150
가다, 69, 164
아파, 50, 140
마다, 43, 173
바마, 40, 172
카하, 47, 174
바바, 69, 168
타가, 45, 173
바아, 96, 186
파카, 85, 160
하마, 44, 182
타다, 40, 180
하타, 59, 167
타파, 72, 154
바차, 91, 183
바가, 51, 183
타가, 92, 166
가나, 41, 172
아라, 43, 168
바아, 93, 145
파카, 90, 147
바바, 53, 140
나라, 56, 182
아파, 57, 175
타마, 88, 167
마사, 52, 152
바카, 89, 179
아파, 57, 180
자다, 61, 189
자바, 57, 166
가나, 88, 174
자아, 81, 180
다라, 44, 161
바파, 46, 167
차라, 71, 158
아파, 50, 180
바가, 46, 149
아마, 44, 157
자가, 45, 179
마가, 46, 189
하사, 84, 157
다다, 58, 189
가다, 61, 188
다마, 68, 187
마하, 87, 187
마가, 42, 154
다라, 70, 147
다라, 84, 168
카자, 79, 185
나아, 74, 150
나바, 52, 186
파파, 58, 147
차바, 87, 160
카파, 92, 174
차나, 79, 147
자타, 91, 141
카아, 63, 140
바라, 70, 188
타자, 72, 161
타하, 74, 179
타아, 70, 172
바바, 63, 184
아타, 67, 141
바라, 45, 149
라차, 97, 189
자아, 55, 175
카차, 93, 167
하다, 77, 181
차카, 69, 152
가사, 49, 152
자마, 73, 177
라다, 99, 168
하자, 64, 175
다바, 40, 148
하바, 99, 170
마타, 45, 158
타나, 58, 154
다카, 87, 176
마가, 99, 177
하타, 47, 186
바다, 79, 145
차자, 74, 189
타바, 86, 149
가하, 93, 143
타다, 83, 170
가아, 47, 176
나아, 54, 170
다카, 96, 180
바마, 48, 148
자타, 99, 189
타가, 71, 141
파다, 97, 144
라라, 73, 170
나사, 51, 145
다차, 61, 165
타타, 94, 178
사타, 45, 176
사나, 69, 141
사나, 51, 163
나아, 45, 143
파마, 42, 155
하차, 96, 157
바라, 76, 161
라가, 53, 158
하가, 82, 184
자타, 61, 176
타아, 72, 165
아다, 91, 148
나라, 50, 154
자자, 79, 157
다아, 76, 185
나라, 43, 183
아다, 86, 175
가타, 72, 166
타카, 62, 149
라파, 53, 187
파바, 52, 160
자바, 89, 146
마자, 52, 145
아나, 54, 147
라차, 68, 180
자라, 80, 147
자차, 97, 180
하가, 98, 176
타자, 48, 159
자아, 67, 166
바하, 40, 181
카차, 89, 166
자카, 66, 159
타마, 85, 148
가카, 47, 158
가자, 92, 160
가카, 70, 189
다바, 44, 141
파마, 85, 180
다다, 97, 141
자타, 90, 176
라다, 56, 161
다아, 54, 146
다아, 76, 185
사나, 89, 173
다카, 90, 176
마다, 98, 164
아카, 70, 185
타다, 64, 165
아차, 57, 170
나하, 81, 140
파가, 84, 185
다다, 76, 147
파타, 87, 176
하타, 80, 182
카가, 54, 187
하바, 51, 177
가파, 99, 175
타하, 85, 187
하나, 78, 175
아나, 83, 171
가자, 54, 187
파카, 51, 167
타하, 41, 144
아가, 76, 179
나바, 41, 184
파가, 62, 185
라바, 93, 148
사바, 66, 158
차나, 74, 185
사라, 57, 149
마아, 83, 176
카나, 67, 149
사마, 72, 177
마사, 42, 188
타차, 51, 187
파아, 62, 181
사마, 83, 152
사마, 69, 157
나다, 47, 156
카라, 41, 166
파사, 73, 187
사바, 73, 146
타아, 67, 188
가자, 77, 149
자다, 72, 183
파자, 62, 141
가카, 43, 164
카카, 99, 162
하카, 94, 183
사아, 70, 143
사카, 89, 171
사마, 71, 186
마라, 55, 169
파마, 97, 165
가자, 65, 170
가하, 66, 165
사사, 73, 182
타자, 92, 144
가아, 80, 165
가하, 66, 189
차카, 59, 188
나하, 80, 187
하마, 64, 153
가마, 72, 165
가나, 69, 173
하파, 85, 144
나사, 65, 144
하아, 90, 167
가타, 77, 163
사차, 78, 155
파마, 93, 182
타타, 65, 148
바하, 63, 146
다하, 74, 188
가타, 53, 162
파가, 45, 151
차가, 93, 171
카카, 66, 151
마가, 78, 163
가사, 44, 161
하마, 50, 167
아파, 66, 165
파마, 70, 143
카하, 54, 152
타파, 71, 159
타하, 49, 146
하라, 64, 176
카카, 97, 153
하타, 47, 186
카자, 77, 149
나파, 63, 177
다차, 95, 168
다마, 86, 171
타아, 41, 143
하자, 88, 152
바차, 49, 167
나나, 84, 170
가가, 94, 156
바카, 91, 155
차자, 48, 175
다파, 87, 142
라다, 40, 174
타아, 43, 166
바라, 55, 146
파파, 53, 166
가나, 54, 159
자아, 93, 188
아가, 91, 184
하바, 59, 186
타타, 45, 184
차가, 74, 179
가아, 87, 156
가타, 45, 141
다하, 41, 186
바파, 50, 179
자나, 70, 162
카가, 42, 180
하바, 83, 148
하자, 87, 178
나차, 66, 180
아타, 76, 155
하하, 53, 168
가가, 73, 186
타가, 95, 145
사마, 49, 146
파하, 96, 141
자타, 59, 151
다마, 94, 164
사자, 87, 140
다자, 88, 177
사자, 47, 175
나마, 77, 186
바라, 52, 188
아나, 49, 151
라아, 50, 170
마나, 60, 174
사라, 47, 150
카나, 56, 144
마아, 76, 144
아자, 61, 164
자타, 83, 175
다자, 91, 170
나사, 47, 168
파카, 86, 157
타하, 57, 164
라타, 62, 169
다파, 83, 182
라차, 49, 156
사카, 46, 144
아차, 90, 181
하바, 40, 185
타차, 91, 145
자자, 45, 155
다사, 95, 187
자타, 70, 160
파다, 73, 175
카라, 52, 147
마마, 50, 152
바사, 56, 176
바마, 69, 162
가파, 77, 167
마라, 48, 145
가사, 50, 156
타카, 83, 186
타자, 64, 148
카하, 48, 186
가나, 86, 156
차사, 77, 188
사마, 61, 187
파마, 73, 187
가차, 96, 142
타차, 69, 185
바파, 63, 161
가자, 42, 163
마파, 94, 182
하다, 74, 146
아다, 83, 185
파라, 91, 168
바하, 95, 140
차마, 89, 158
바다, 62, 169
바카, 63, 145
카하, 68, 172
파바, 61, 189
가파, 58, 141
라나, 54, 188
타아, 76, 159
자파, 91, 157
차아, 48, 169
사카, 51, 169
라아, 59, 150
차타, 68, 187
파가, 53, 168
차카, 69, 157
다나, 79, 173
바바, 88, 166
카가, 98, 189
바다, 89, 179
하아, 53, 166
자파, 81, 164
파카, 56, 143
파카, 48, 163
파카, 73, 164
파카, 97, 142
가자, 81, 172
하라, 81, 160
마사, 67, 149
자사, 74, 179
라파, 53, 145
가아, 77, 146
아타, 78, 175
하타, 53, 155
카사, 90, 187
나나, 68, 145
아파, 43, 167
바파, 68, 187
자가, 95, 152
파바, 53, 154
가자, 87, 155
가자, 50, 163
자파, 92, 164
가라, 42, 154
아마, 56, 148
파다, 91, 185
사차, 48, 176
아마, 49, 151
아차, 94, 178
바타, 88, 174
라다, 53, 149
나가, 42, 165
나사, 47, 148
파아, 89, 170
마다, 44, 171
사카, 67, 161
타차, 43, 174
차자, 45, 169
사가, 65, 158
다차, 56, 171
가차, 65, 158
자마, 95, 182
마나, 75, 142
사나, 68, 186
가라, 42, 173
바자, 49, 140
자파, 92, 172
파다, 96, 159
라카, 84, 148
다카, 95, 157
다나, 71, 159
마아, 96, 162
가카, 62, 153
하나, 54, 169
하사, 89, 141
하다, 76, 188
차아, 48, 184
카가, 70, 186
파타, 91, 155
타타, 69, 169
마나, 44, 149
타마, 42, 148
하아, 46, 145
자가, 85, 144
하바, 70, 185
라다, 60, 152
하파, 73, 165
나타, 41, 157
사타, 55, 159
하차, 82, 164
차가, 89, 147
타차, 90, 167
마가, 53, 177
아파, 41, 161
바하, 70, 167
아하, 51, 188
바라, 94, 166
바차, 58, 162
라가, 51, 149
파바, 93, 175
가자, 73, 168
파하, 40, 141
다카, 50, 161
차마, 78, 187
마파, 80, 166
파하, 99, 140
나가, 70, 163
나자, 77, 162
라하, 55, 163
다나, 44, 151
차다, 89, 154
하카, 58, 170
가카, 73, 185
타라, 71, 177
타마, 44, 146
사마, 84, 162
아카, 49, 172
타하, 99, 150
바마, 72, 188
마라, 83, 152
하사, 97, 159
타가, 59, 164
카나, 57, 182
아가, 57, 181
다바, 77, 172
나자, 65, 168
바사, 80, 168
카다, 59, 149
바카, 45, 163
바아, 76, 183
자마, 99, 148
바사, 41, 149
차다, 50, 144
가라, 78, 186
가가, 89, 170
라라, 97, 157
사파, 78, 189
카하, 71, 163
다나, 42, 161
하사, 49, 187
타다, 83, 170
하라, 69, 185
파차, 99, 148
가타, 66, 155
카마, 89, 154
라바, 87, 147
다가, 91, 172
자자, 52, 166
사타, 50, 144
가나, 53, 154
자가, 77, 146
자자, 41, 182
하차, 50, 170
타마, 95, 159
파자, 96, 167
나가, 68, 140
나아, 59, 178
나다, 70, 187
마자, 57, 141
사사, 86, 181
라하, 45, 168
하자, 87, 145
라아, 58, 172
나사, 59, 175
차아, 92, 180
자카, 62, 164
아다, 70, 156
바타, 51, 154
카나, 69, 184
파파, 59, 163
사자, 97, 185
하사, 58, 169
차하, 57, 168
다카, 86, 160
자아, 71, 152
바타, 63, 149
사나, 50, 179
사타, 98, 174
마마, 88, 160
차다, 60, 140
사라, 42, 183
바타, 44, 146
카하, 52, 170
하나, 89, 162
바타, 92, 150
하하, 85, 167
바차, 82, 187
나카, 96, 151
마라, 66, 164
사나, 57, 148
타타, 72, 186
하카, 78, 178
바마, 48, 157
아사, 45, 153
하라, 86, 185
다타, 42, 140
사파, 79, 151
자타, 86, 157
가자, 84, 187
하라, 78, 145
차바, 73, 170
사파, 73, 167
타가, 58, 174
사타, 67, 163
마자, 50, 143
아하, 49, 148
마파, 84, 172
사가, 60, 169
가가, 89, 183
차타, 68, 147
나타, 72, 168
카바, 85, 185
아자, 83, 147
하카, 61, 144
나자, 61, 183
파하, 88, 159
차바, 45, 183
가라, 67, 152
타파, 99, 157
바다, 95, 158
바가, 73, 141
타파, 44, 170
파파, 82, 152
타차, 47, 154
카바, 44, 185
파타, 83, 142
나나, 65, 169
아라, 77, 164
타사, 48, 189
마하, 94, 145
차라, 71, 174
타마, 89, 159
사다, 61, 149
타아, 40, 145
타타, 45, 153
파가, 58, 156
사나, 59, 170
바차, 60, 175
다라, 85, 141
자카, 77, 177
바아, 91, 165
다가, 92, 174
타가, 67, 154
바바, 71, 179
라차, 65, 185
자자, 92, 184
파마, 48, 184
카아, 81, 168
마아, 42, 171
하하, 42, 169
아가, 90, 143
다사, 88, 180
차가, 43, 156
나라, 53, 182
가카, 93, 188
마카, 57, 180
마사, 58, 144
나다, 76, 175
카나, 52, 159
하카, 50, 140
라아, 78, 174
하사, 67, 174
자바, 81, 169
카바, 65, 152
파파, 43, 164
파타, 63, 175
가나, 82, 142
차나, 50, 171
차사, 44, 142
마차, 46, 182
마마, 62, 154
하아, 95, 183
나라, 99, 141
사다, 89, 180
파자, 60, 185
바자, 90, 182
타아, 98, 186
자하, 53, 152
가라, 84, 174
하사, 43, 158
바사, 83, 173
사타, 89, 185
가타, 83, 142
다가, 93, 188
마마, 40, 168
사파, 62, 151
사사, 70, 171
파바, 69, 175
바다, 41, 173
마라, 82, 181
차카, 70, 148
타바, 57, 181
다타, 45, 185
다파, 83, 150
차차, 77, 146
파하, 55, 189
다라, 95, 141
마라, 63, 184
차하, 84, 162
아다, 78, 153
아하, 56, 170
차사, 62, 182
라카, 50, 178
나사, 72, 156
다가, 90, 175
바바, 83, 143
가타, 78, 168
라아, 63, 183
카파, 64, 169
나라, 58, 156
파카, 49, 166
바마, 71, 176
카다, 91, 149
라마, 97, 181
파마, 63, 144
마파, 65, 157
아다, 68, 171
마카, 47, 145
사바, 94, 186
나차, 51, 148
파차, 62, 146
하타, 87, 153
라다, 48, 182
차사, 95, 146
다카, 79, 171
카하, 99, 163
파사, 84, 156
차차, 91, 184
바아, 96, 155
카아, 46, 171
자아, 44, 140
카차, 57, 187
다파, 74, 148
하가, 62, 151
다가, 76, 147
다타, 48, 184
가나, 76, 168
마다, 83, 178
하가, 81, 185
사나, 57, 142
하나, 64, 172
자아, 76, 144
카다, 98, 142
아마, 59, 189
하차, 62, 154
나카, 91, 170
차카, 44, 141
카카, 88, 140
사파, 57, 167
파가, 62, 176
카마, 62, 147
아하, 55, 179
타가, 47, 153
하바, 96, 161
바바, 93, 185
하다, 96, 174
가다, 73, 175
파바, 94, 188
타파, 70, 166
아타, 80, 141
하다, 66, 149
바차, 65, 143
바라, 94, 159
자타, 93, 141
나가, 42, 186
파다, 86, 153
사자, 92, 145
바바, 92, 155
나라, 63, 173
차가, 95, 178
자카, 78, 166
라타, 71, 173
가파, 45, 189
라바, 50, 158
하하, 80, 167
가차, 75, 176
자카, 86, 166
다자, 86, 147
사파, 78, 174
나나, 44, 172
아하, 58, 149
하차, 81, 142
마타, 86, 155
라차, 99, 150
다파, 53, 174
차가, 83, 144
타라, 78, 157
마사, 81, 148
바가, 82, 186
카가, 56, 183
마자, 93, 142
